Year,Measure Type,Leading 10 Ranking,Measure,Group,Subgroup,Estimate Type,Estimate,Standard Error,Lower 95% CI,Upper 95% CI,Reliable
2017,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Non-Hispanic White,"Visit rate (per 1,000 people)",16,2,13,20,Yes
2017,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Non-Hispanic Black,"Visit rate (per 1,000 people)",25,4,17,32,Yes
2017,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",9,2,5,12,Yes
2017,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",,,,,No
2017,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,Northeast,"Visit rate (per 1,000 people)",17,3,10,23,Yes
2017,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,Midwest,"Visit rate (per 1,000 people)",17,4,9,24,Yes
2017,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,South,"Visit rate (per 1,000 people)",13,2,10,17,Yes
2017,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,West,"Visit rate (per 1,000 people)",16,3,10,21,Yes
2017,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",16,2,13,19,Yes
2017,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",11,2,6,15,Yes
2017,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Private insurance,"Visit rate (per 1,000 people)",6,1,4,7,Yes
2017,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Medicare,"Visit rate (per 1,000 people)",15,3,10,20,Yes
2017,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Medicaid,"Visit rate (per 1,000 people)",36,5,27,45,Yes
2017,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Uninsured,"Visit rate (per 1,000 people)",20,4,13,27,Yes
2017,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Other,"Visit rate (per 1,000 people)",,,,,No
2017,By primary diagnosis,8,8. Diseases of the circulatory system,Total,All visits,"Visit rate (per 1,000 people)",15,2,12,18,Yes
2017,By primary diagnosis,8,8. Diseases of the circulatory system,By sex,Female,"Visit rate (per 1,000 people)",14,2,11,17,Yes
2017,By primary diagnosis,8,8. Diseases of the circulatory system,By sex,Male,"Visit rate (per 1,000 people)",16,2,11,20,Yes
2017,By primary diagnosis,8,8. Diseases of the circulatory system,By age,0-17 years old,"Visit rate (per 1,000 people)",,,,,No
2017,By primary diagnosis,8,8. Diseases of the circulatory system,By age,18-44 years old,"Visit rate (per 1,000 people)",5,1,4,7,Yes
2017,By primary diagnosis,8,8. Diseases of the circulatory system,By age,45-64 years old,"Visit rate (per 1,000 people)",18,3,13,23,Yes
2017,By primary diagnosis,8,8. Diseases of the circulatory system,By age,65+ years old,"Visit rate (per 1,000 people)",49,7,36,63,Yes
2017,By primary diagnosis,8,8. Diseases of the circulatory system,By race/ethnicity,Non-Hispanic White,"Visit rate (per 1,000 people)",15,2,12,19,Yes
2017,By primary diagnosis,8,8. Diseases of the circulatory system,By race/ethnicity,Non-Hispanic Black,"Visit rate (per 1,000 people)",30,6,18,42,Yes
2017,By primary diagnosis,8,8. Diseases of the circulatory system,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",6,1,4,9,Yes
2017,By primary diagnosis,8,8. Diseases of the circulatory system,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",,,,,No
2017,By primary diagnosis,8,8. Diseases of the circulatory system,By region,Northeast,"Visit rate (per 1,000 people)",,,,,No
2017,By primary diagnosis,8,8. Diseases of the circulatory system,By region,Midwest,"Visit rate (per 1,000 people)",20,4,12,27,Yes
2017,By primary diagnosis,8,8. Diseases of the circulatory system,By region,South,"Visit rate (per 1,000 people)",18,3,12,24,Yes
2017,By primary diagnosis,8,8. Diseases of the circulatory system,By region,West,"Visit rate (per 1,000 people)",9,2,4,13,Yes
2017,By primary diagnosis,8,8. Diseases of the circulatory system,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",15,2,11,18,Yes
2017,By primary diagnosis,8,8. Diseases of the circulatory system,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",15,3,10,21,Yes
2017,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",6,1,4,8,Yes
2017,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Medicare,"Visit rate (per 1,000 people)",42,6,30,54,Yes
2017,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",15,2,10,20,Yes
2017,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",,,,,No
2017,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Other,"Visit rate (per 1,000 people)",,,,,No
2017,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,Total,All visits,"Visit rate (per 1,000 people)",16,2,13,19,Yes
2017,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By sex,Female,"Visit rate (per 1,000 people)",17,2,13,21,Yes
2017,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By sex,Male,"Visit rate (per 1,000 people)",15,2,12,18,Yes
2019,By primary diagnosis,0,All diagnoses,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",988,84,823,1152,Yes
2017,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By age,0-17 years old,"Visit rate (per 1,000 people)",18,3,12,23,Yes
2017,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By age,18-44 years old,"Visit rate (per 1,000 people)",22,3,17,27,Yes
2017,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By age,45-64 years old,"Visit rate (per 1,000 people)",10,1,7,13,Yes
2017,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By age,65+ years old,"Visit rate (per 1,000 people)",11,2,6,15,Yes
2017,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By race/ethnicity,Non-Hispanic White,"Visit rate (per 1,000 people)",15,2,11,18,Yes
2017,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By race/ethnicity,Non-Hispanic Black,"Visit rate (per 1,000 people)",34,5,24,43,Yes
2017,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",15,3,9,21,Yes
2017,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",,,,,No
2017,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By region,Northeast,"Visit rate (per 1,000 people)",,,,,No
2017,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By region,Midwest,"Visit rate (per 1,000 people)",18,3,11,24,Yes
2017,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By region,South,"Visit rate (per 1,000 people)",19,3,14,25,Yes
2017,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By region,West,"Visit rate (per 1,000 people)",13,3,7,20,Yes
2017,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",16,2,13,20,Yes
2017,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",17,4,9,25,Yes
2017,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",6,1,4,8,Yes
2017,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By primary payment source,Medicare,"Visit rate (per 1,000 people)",13,2,9,17,Yes
2017,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",45,7,32,58,Yes
2017,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",14,3,7,21,Yes
2017,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By primary payment source,Other,"Visit rate (per 1,000 people)",,,,,No
2017,By primary diagnosis,10,10. Certain infectious and parasitic diseases,Total,All visits,"Visit rate (per 1,000 people)",13,2,10,16,Yes
2017,By primary diagnosis,10,10. Certain infectious and parasitic diseases,By sex,Female,"Visit rate (per 1,000 people)",13,2,9,16,Yes
2017,By primary diagnosis,10,10. Certain infectious and parasitic diseases,By sex,Male,"Visit rate (per 1,000 people)",13,2,10,16,Yes
2017,By primary diagnosis,10,10. Certain infectious and parasitic diseases,By age,0-17 years old,"Visit rate (per 1,000 people)",29,5,20,38,Yes
2017,By primary diagnosis,10,10. Certain infectious and parasitic diseases,By age,18-44 years old,"Visit rate (per 1,000 people)",10,2,7,13,Yes
2017,By primary diagnosis,10,10. Certain infectious and parasitic diseases,By age,45-64 years old,"Visit rate (per 1,000 people)",5,1,3,7,Yes
2017,By primary diagnosis,10,10. Certain infectious and parasitic diseases,By age,65+ years old,"Visit rate (per 1,000 people)",9,3,4,14,Yes
2017,By primary diagnosis,10,10. Certain infectious and parasitic diseases,By race/ethnicity,Non-Hispanic White,"Visit rate (per 1,000 people)",10,2,7,13,Yes
2017,By primary diagnosis,10,10. Certain infectious and parasitic diseases,By race/ethnicity,Non-Hispanic Black,"Visit rate (per 1,000 people)",27,5,18,36,Yes
2017,By primary diagnosis,10,10. Certain infectious and parasitic diseases,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",16,4,8,23,Yes
2017,By primary diagnosis,10,10. Certain infectious and parasitic diseases,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",,,,,No
2017,By primary diagnosis,10,10. Certain infectious and parasitic diseases,By region,Northeast,"Visit rate (per 1,000 people)",11,2,6,15,Yes
2017,By primary diagnosis,10,10. Certain infectious and parasitic diseases,By region,Midwest,"Visit rate (per 1,000 people)",17,5,7,26,Yes
2017,By primary diagnosis,10,10. Certain infectious and parasitic diseases,By region,South,"Visit rate (per 1,000 people)",14,3,9,19,Yes
2017,By primary diagnosis,10,10. Certain infectious and parasitic diseases,By region,West,"Visit rate (per 1,000 people)",,,,,No
2017,By primary diagnosis,10,10. Certain infectious and parasitic diseases,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",13,2,9,16,Yes
2017,By primary diagnosis,10,10. Certain infectious and parasitic diseases,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",,,,,No
2017,By primary diagnosis,10,10. Certain infectious and parasitic diseases,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",6,1,3,8,Yes
2017,By primary diagnosis,10,10. Certain infectious and parasitic diseases,By primary payment source,Medicare,"Visit rate (per 1,000 people)",11,3,5,17,Yes
2017,By primary diagnosis,10,10. Certain infectious and parasitic diseases,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",37,5,27,47,Yes
2017,By primary diagnosis,10,10. Certain infectious and parasitic diseases,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",10,2,5,14,Yes
2017,By primary diagnosis,10,10. Certain infectious and parasitic diseases,By primary payment source,Other,"Visit rate (per 1,000 people)",,,,,No
2018,By primary diagnosis,0,All diagnoses,Total,All visits,"Visit rate (per 1,000 people)",404,23,359,448,Yes
2018,By primary diagnosis,0,All diagnoses,By sex,Female,"Visit rate (per 1,000 people)",440,26,388,491,Yes
2018,By primary diagnosis,0,All diagnoses,By sex,Male,"Visit rate (per 1,000 people)",366,20,327,405,Yes
2018,By primary diagnosis,0,All diagnoses,By age,0-17 years old,"Visit rate (per 1,000 people)",400,46,309,490,Yes
2018,By primary diagnosis,0,All diagnoses,By age,18-44 years old,"Visit rate (per 1,000 people)",411,25,362,460,Yes
2018,By primary diagnosis,0,All diagnoses,By age,45-64 years old,"Visit rate (per 1,000 people)",366,21,325,407,Yes
2018,By primary diagnosis,0,All diagnoses,By age,65+ years old,"Visit rate (per 1,000 people)",454,31,393,514,Yes
2018,By primary diagnosis,0,All diagnoses,By race/ethnicity,Non-Hispanic White,"Visit rate (per 1,000 people)",354,23,310,399,Yes
2018,By primary diagnosis,0,All diagnoses,By race/ethnicity,Non-Hispanic Black,"Visit rate (per 1,000 people)",870,80,714,1026,Yes
2018,By primary diagnosis,0,All diagnoses,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",362,36,290,433,Yes
2018,By primary diagnosis,0,All diagnoses,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",178,22,134,222,Yes
2018,By primary diagnosis,0,All diagnoses,By region,Northeast,"Visit rate (per 1,000 people)",377,37,305,450,Yes
2018,By primary diagnosis,0,All diagnoses,By region,Midwest,"Visit rate (per 1,000 people)",399,49,304,495,Yes
2018,By primary diagnosis,0,All diagnoses,By region,South,"Visit rate (per 1,000 people)",445,43,361,530,Yes
2018,By primary diagnosis,0,All diagnoses,By region,West,"Visit rate (per 1,000 people)",359,41,278,440,Yes
2018,By primary diagnosis,0,All diagnoses,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",402,27,350,455,Yes
2018,By primary diagnosis,0,All diagnoses,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",413,63,291,536,Yes
2018,By primary diagnosis,0,All diagnoses,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",177,11,155,199,Yes
2018,By primary diagnosis,0,All diagnoses,By primary payment source,Medicare,"Visit rate (per 1,000 people)",451,31,391,511,Yes
2018,By primary diagnosis,0,All diagnoses,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",866,79,711,1020,Yes
2018,By primary diagnosis,0,All diagnoses,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",371,41,290,453,Yes
2018,By primary diagnosis,0,All diagnoses,By primary payment source,Other,"Visit rate (per 1,000 people)",231,25,182,280,Yes
2018,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",Total,All visits,"Visit rate (per 1,000 people)",102,6,90,114,Yes
2018,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By sex,Female,"Visit rate (per 1,000 people)",116,7,101,130,Yes
2018,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By sex,Male,"Visit rate (per 1,000 people)",88,5,77,98,Yes
2018,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By age,0-17 years old,"Visit rate (per 1,000 people)",90,12,66,114,Yes
2018,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By age,18-44 years old,"Visit rate (per 1,000 people)",99,7,85,113,Yes
2018,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By age,45-64 years old,"Visit rate (per 1,000 people)",97,6,85,109,Yes
2018,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By age,65+ years old,"Visit rate (per 1,000 people)",134,11,113,156,Yes
2018,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By race/ethnicity,Non-Hispanic White,"Visit rate (per 1,000 people)",92,6,79,104,Yes
2018,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By race/ethnicity,Non-Hispanic Black,"Visit rate (per 1,000 people)",214,20,173,254,Yes
2018,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",89,10,69,109,Yes
2018,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",44,6,32,56,Yes
2018,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By region,Northeast,"Visit rate (per 1,000 people)",89,10,69,109,Yes
2018,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By region,Midwest,"Visit rate (per 1,000 people)",104,12,80,127,Yes
2018,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By region,South,"Visit rate (per 1,000 people)",116,12,94,139,Yes
2018,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By region,West,"Visit rate (per 1,000 people)",87,11,65,109,Yes
2018,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",102,7,88,115,Yes
2018,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",105,16,73,137,Yes
2018,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Private insurance,"Visit rate (per 1,000 people)",50,4,43,57,Yes
2018,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Medicare,"Visit rate (per 1,000 people)",134,11,114,155,Yes
2018,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Medicaid,"Visit rate (per 1,000 people)",198,18,162,234,Yes
2018,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Uninsured,"Visit rate (per 1,000 people)",76,11,55,97,Yes
2018,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Other,"Visit rate (per 1,000 people)",47,8,31,62,Yes
2018,By primary diagnosis,2,2. Injury and poisoning,Total,All visits,"Visit rate (per 1,000 people)",73,5,63,82,Yes
2018,By primary diagnosis,2,2. Injury and poisoning,By sex,Female,"Visit rate (per 1,000 people)",71,5,61,81,Yes
2018,By primary diagnosis,2,2. Injury and poisoning,By sex,Male,"Visit rate (per 1,000 people)",74,5,64,84,Yes
2018,By primary diagnosis,2,2. Injury and poisoning,By age,0-17 years old,"Visit rate (per 1,000 people)",92,10,73,111,Yes
2018,By primary diagnosis,2,2. Injury and poisoning,By age,18-44 years old,"Visit rate (per 1,000 people)",70,5,59,81,Yes
2018,By primary diagnosis,2,2. Injury and poisoning,By age,45-64 years old,"Visit rate (per 1,000 people)",59,5,50,68,Yes
2018,By primary diagnosis,2,2. Injury and poisoning,By age,65+ years old,"Visit rate (per 1,000 people)",72,8,57,87,Yes
2018,By primary diagnosis,2,2. Injury and poisoning,By race/ethnicity,Non-Hispanic White,"Visit rate (per 1,000 people)",72,5,61,82,Yes
2018,By primary diagnosis,2,2. Injury and poisoning,By race/ethnicity,Non-Hispanic Black,"Visit rate (per 1,000 people)",127,13,102,152,Yes
2018,By primary diagnosis,2,2. Injury and poisoning,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",57,7,43,70,Yes
2018,By primary diagnosis,2,2. Injury and poisoning,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",34,5,24,44,Yes
2018,By primary diagnosis,2,2. Injury and poisoning,By region,Northeast,"Visit rate (per 1,000 people)",69,10,49,88,Yes
2018,By primary diagnosis,2,2. Injury and poisoning,By region,Midwest,"Visit rate (per 1,000 people)",69,9,51,87,Yes
2018,By primary diagnosis,2,2. Injury and poisoning,By region,South,"Visit rate (per 1,000 people)",78,8,62,94,Yes
2018,By primary diagnosis,2,2. Injury and poisoning,By region,West,"Visit rate (per 1,000 people)",70,11,49,91,Yes
2018,By primary diagnosis,2,2. Injury and poisoning,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",72,6,61,83,Yes
2018,By primary diagnosis,2,2. Injury and poisoning,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",74,12,51,97,Yes
2018,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",36,3,30,41,Yes
2018,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Medicare,"Visit rate (per 1,000 people)",65,6,53,76,Yes
2018,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",142,15,112,171,Yes
2018,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",66,9,48,83,Yes
2018,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Other,"Visit rate (per 1,000 people)",81,10,61,101,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,Total,All visits,"Visit rate (per 1,000 people)",43,4,36,50,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By sex,Female,"Visit rate (per 1,000 people)",48,4,40,56,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By sex,Male,"Visit rate (per 1,000 people)",38,3,31,44,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By age,0-17 years old,"Visit rate (per 1,000 people)",75,11,54,97,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By age,18-44 years old,"Visit rate (per 1,000 people)",33,3,28,39,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By age,45-64 years old,"Visit rate (per 1,000 people)",28,3,23,34,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By age,65+ years old,"Visit rate (per 1,000 people)",41,4,33,49,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By race/ethnicity,Non-Hispanic White,"Visit rate (per 1,000 people)",35,3,28,42,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By race/ethnicity,Non-Hispanic Black,"Visit rate (per 1,000 people)",101,12,78,124,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",42,6,30,54,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",19,4,12,26,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By region,Northeast,"Visit rate (per 1,000 people)",37,6,26,49,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By region,Midwest,"Visit rate (per 1,000 people)",37,8,22,53,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By region,South,"Visit rate (per 1,000 people)",52,7,38,67,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By region,West,"Visit rate (per 1,000 people)",38,5,28,47,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",43,4,35,51,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",45,9,26,63,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",16,2,13,19,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By primary payment source,Medicare,"Visit rate (per 1,000 people)",40,4,32,47,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",123,16,92,153,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",37,7,23,52,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By primary payment source,Other,"Visit rate (per 1,000 people)",,,,,No
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,Total,All visits,"Visit rate (per 1,000 people)",31,2,26,35,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By sex,Female,"Visit rate (per 1,000 people)",32,3,27,37,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By sex,Male,"Visit rate (per 1,000 people)",29,2,25,33,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By age,0-17 years old,"Visit rate (per 1,000 people)",14,2,10,18,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By age,18-44 years old,"Visit rate (per 1,000 people)",31,3,26,36,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By age,45-64 years old,"Visit rate (per 1,000 people)",42,4,35,49,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By age,65+ years old,"Visit rate (per 1,000 people)",36,3,29,43,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By race/ethnicity,Non-Hispanic White,"Visit rate (per 1,000 people)",23,2,20,27,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By race/ethnicity,Non-Hispanic Black,"Visit rate (per 1,000 people)",89,12,66,112,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",26,3,20,32,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",10,2,6,14,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By region,Northeast,"Visit rate (per 1,000 people)",30,3,24,37,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By region,Midwest,"Visit rate (per 1,000 people)",30,5,21,39,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By region,South,"Visit rate (per 1,000 people)",36,4,27,45,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By region,West,"Visit rate (per 1,000 people)",23,4,16,30,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",30,2,25,35,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",37,7,24,50,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",14,1,11,16,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Medicare,"Visit rate (per 1,000 people)",37,3,30,44,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",58,6,46,71,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",34,5,23,44,Yes
2019,By primary diagnosis,0,All diagnoses,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",387,47,294,479,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Other,"Visit rate (per 1,000 people)",17,4,10,24,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,Total,All visits,"Visit rate (per 1,000 people)",24,2,21,28,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By sex,Female,"Visit rate (per 1,000 people)",24,2,20,28,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By sex,Male,"Visit rate (per 1,000 people)",25,2,22,28,Yes
